"company_name","summary","author_title","author_location","recommends_flag","outlook_flag","ceo_opinion_flag","main_text_description","pros_description","cons_description","advice_to_management_description","star_rating_overall","star_rating_work_life_balance","star_rating_culture_and_values","star_rating_career_opportunities","star_rating_comp_and_benefits","star_rating_senior_management","star_rating_review_date"
"gsk","Good Company for your career progression","Current Employee - Anonymous Employee","None","Recommends","None","Approves of CEO","I have been working at GlaxoSmithKline full-time","The company provides you an opportunity to unleash your potential and they appreciate young leaders.","Office politic &amp; sometimes the recruitment is based on skin color","None",4.0,5.0,4.0,5.0,4.0,4.0,"Tue Nov 26 2019 08:04:31 GMT-0800 (Pacific Standard Time)"
"gsk","i would recommend GSK as a good place to work","Former Employee - Operational Excellence Manager","Nairobi","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 8 years","A place with a very good working culture and focus on employee development","The company can be addictive and blind you from external opportunities.","None",5.0,5.0,5.0,3.0,5.0,4.0,"Mon Nov 25 2019 01:13:10 GMT-0800 (Pacific Standard Time)"
"gsk","Not engaged or happy","Current Employee - Software Developer","New York, NY","Doesn't Recommend","Negative Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Pay and benefits and healthcare program
Benefits
Office
Tech
Respect
People","Culture
Lack of feedback
Lack of prospects
Performance management
Work life balance","None",1.0,2.0,1.0,1.0,2.0,1.0,"Mon Dec 30 2019 23:05:57 GMT-0800 (Pacific Standard Time)"
"gsk","Company is transforming fast and accelerating its pipeline","Current Employee - Finance Analyst","Durham, NC","Recommends","Neutral Outlook","None","I have been working at GlaxoSmithKline full-time for more than 3 years","Mission
Global presence
Possibility to join projects in different countries","Career progression opportunities
Job Grades can be inconsistent across areas","None",4.0,3.0,5.0,2.0,3.0,5.0,"Sun Nov 24 2019 18:32:46 GMT-0800 (Pacific Standard Time)"
"gsk","Trainee","Former Employee - Trainee","None","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time","Good development opportunities
Flexible working hours
Big multinational company which allows you to move to different roles in other countries when interested","Very complex organisation which could result sometimes in chaos","None",4.0,3.0,3.0,4.0,4.0,4.0,"Sat Nov 23 2019 12:06:16 GMT-0800 (Pacific Standard Time)"
"gsk","Best workplace","Current Employee - MEDICAL BUSINESS ASSOCIATE","New Delhi","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than a year","Best culture, full support from seniors as well as manager, no pressure at all, friendly environment","No cons, I like the workplace.","None",5.0,5.0,5.0,5.0,5.0,5.0,"Thu Nov 21 2019 19:38:24 GMT-0800 (Pacific Standard Time)"
"gsk","Medical Business Associate","Current Employee - MEDICAL BUSINESS ASSOCIATE","Khanna, Punjab","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than a year","Great Culture 
to work","nothing every thing is good","None",5.0,4.0,5.0,5.0,5.0,3.0,"Thu Nov 21 2019 23:12:46 GMT-0800 (Pacific Standard Time)"
"gsk","Opportunities for meaningful work","None","None","Recommends","Positive Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline ","Clear alignment on strategic priorities creates engaging work atmosphere.","Limited resources in terms of staff and funding.","None",5.0,2.0,3.0,3.0,3.0,3.0,"Thu Nov 21 2019 05:54:11 GMT-0800 (Pacific Standard Time)"
"gsk","Supply Planner","Current Employee - Anonymous Employee","Gurgaon, Haryana","Recommends","Positive Outlook","None","I have been working at GlaxoSmithKline full-time for more than 3 years","A very good profile to start your career with in Supply Chain","Operational And requires you to be mobile","None",5.0,4.0,5.0,5.0,None,None,"Wed Nov 20 2019 06:51:47 GMT-0800 (Pacific Standard Time)"
"gsk","Innovative always","Current Employee - Medical Sales Representative","None","Recommends","None","Disapproves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Innovation, market leader brands, employee friendly","Now-adays No one cares about bottom level employee,","None",4.0,4.0,5.0,5.0,4.0,2.0,"Tue Nov 19 2019 23:32:14 GMT-0800 (Pacific Standard Time)"
"gsk","About GSK","Current Employee - Anonymous Employee","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time","Transparency , Integrity,Accountability,Less work Load","Degrowing indian market, having own business model not up to the trend as per geographical location","None",5.0,5.0,5.0,5.0,5.0,5.0,"Mon Nov 18 2019 07:06:24 GMT-0800 (Pacific Standard Time)"
"gsk","Great company","Former Employee - Regulatory Affairs","Bangalore","None","None","None","I worked at GlaxoSmithKline full-time for more than 3 years","Good benefits and salary increment","I did not find any","None",5.0,None,None,None,None,None,"Thu Nov 14 2019 10:04:20 GMT-0800 (Pacific Standard Time)"
"gsk","Commercial","Current Employee - Commercial Assistant Manager","Rajahmundry Rural","None","None","None","I have been working at GlaxoSmithKline full-time for more than 8 years","I want to learn more knowledge &amp; Near by Home town","No I want job at Rajahmundry location","None",3.0,None,None,None,None,None,"Fri Nov 29 2019 20:31:33 GMT-0800 (Pacific Standard Time)"
"gsk","Good Company but uncertain future ahead... at least for Consumer Healthcare","Current Employee - Head of Trade Marketing","Rio de Janeiro","Doesn't Recommend","Positive Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Good inclusive culture not only in terms of gender but also in terms of accepting outside ideas and people with different backgrounds. The organization is very humble as they know they have a lot to do to be in the same level of the big FMCGs and CH companies, it is not arrogant at all. 
Very strong brands such as Advil, Panadol, Sensodyne, etc.","Too few career opportunities for people that are in the organization. In the last 5 years, it integrated with two different companies and the leading mindset came always from the company that was integrated to GSK. Moreover the tendency is always to seek talent from outside and not give chance to the people inside the organization.
Brands have sometimes a limited level of investment compared with their main competitors","None",3.0,4.0,5.0,2.0,4.0,3.0,"Thu Nov 28 2019 10:38:01 GMT-0800 (Pacific Standard Time)"
"gsk","A great place to start a career","Former Employee - Anonymous Employee","None","None","None","None","I worked at GlaxoSmithKline full-time","Good exposure to different projects
Good work-life balance
Work from home option available 5 days a month","No cab facility provided as the office is located within the CBD","None",4.0,4.0,4.0,4.0,4.0,4.0,"Mon Nov 11 2019 08:00:19 GMT-0800 (Pacific Standard Time)"
"gsk","Good Company with lot of scope to learn","Current Employee - MEDICAL BUSINESS ASSOCIATE","Elūru","Recommends","Neutral Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Good Salary,Good Company,Good Management, Research Brands","Heavy scientific Engagement they expect from us , Huge sales pressure during monthend","None",5.0,4.0,4.0,3.0,3.0,3.0,"Sat Nov 09 2019 05:36:50 GMT-0800 (Pacific Standard Time)"
"gsk","Fantastic workplace","Current Employee - Anonymous Employee","None","Recommends","Positive Outlook","None","I have been working at GlaxoSmithKline full-time","Nice company, competitive environment","Not really anything major to mention","None",5.0,5.0,5.0,5.0,5.0,5.0,"Fri Nov 08 2019 10:11:26 GMT-0800 (Pacific Standard Time)"
"gsk","great company to work with","Current Employee - Manager","Kuala Lumpur","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 8 years","environment, people, culture, feels like family","everyone is highly motivated, put some pressure to perform the best that we can","None",5.0,5.0,5.0,5.0,5.0,5.0,"Thu Nov 07 2019 01:35:14 GMT-0800 (Pacific Standard Time)"
"gsk","Great opportunities, great company to work for","Former Employee - IT Director","None","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time","lots of great initiatives and opportunities","worklife balance can be challenging","None",4.0,2.0,5.0,4.0,4.0,4.0,"Thu Nov 07 2019 07:03:00 GMT-0800 (Pacific Standard Time)"
"gsk","Amazing company for work-life balance while having a positive contribution to society.","Current Employee - Quality Assurance Specialist","None","None","None","None","I have been working at GlaxoSmithKline full-time","great work-life balance, half days EVERY Friday, extensive training available for anything you do","career growth is a bit restricted in some departments","None",4.0,5.0,5.0,2.0,4.0,4.0,"Tue Nov 05 2019 09:27:48 GMT-0800 (Pacific Standard Time)"
"gsk","Used to be good and secure","Current Employee - Scientist","Hyderābād","Doesn't Recommend","Negative Outlook","Disapproves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Very good package and incentives","Flat Structure, less opportunity to become a people manager,  
Unsecure future. This company drastically and frequently changes its overall strategy and structure leading to uncertainty within employees and closing sites leading to lay offs.","None",3.0,4.0,2.0,2.0,5.0,3.0,"Mon Nov 18 2019 21:30:30 GMT-0800 (Pacific Standard Time)"
"gsk","Good Company with Some Cultural Issues","Current Employee - Anonymous Employee","Singapore","Recommends","Neutral Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Many good people to work with.","Slow to act on the right changes while keep emphasising on improvements.
Workload is higher for the people who can perform well to compensate on others.","None",4.0,3.0,3.0,4.0,4.0,3.0,"Mon Oct 28 2019 15:46:48 GMT-0700 (Pacific Daylight Time)"
"gsk","Lead Medical Reps","Former Employee - First Line Manager","Luanda, Luanda","Recommends","Neutral Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time for more than a year","Being One of the top 10 pharmaceutical company in the world","Does not comply to what they say","None",2.0,5.0,1.0,3.0,2.0,2.0,"Sun Nov 17 2019 20:14:09 GMT-0800 (Pacific Standard Time)"
"gsk","Excellent Organisation","Former Employee - Anonymous Employee","None","Recommends","Positive Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time","MNC culture
Great Brands
Inspirational Leadership
Strong process","Modernization lacking
Too traditional
Information Technology  Systems","None",5.0,4.0,5.0,5.0,4.0,4.0,"Sat Nov 02 2019 09:36:27 GMT-0700 (Pacific Daylight Time)"
"gsk","Manager","Current Employee - Anonymous Employee","None","None","None","None","I have been working at GlaxoSmithKline full-time","good company to work for","nothing bad to comment now","None",5.0,None,None,None,None,None,"Fri Nov 01 2019 02:19:50 GMT-0700 (Pacific Daylight Time)"
"gsk","Good company to work for","Former Employee - Sales Representative","Fort Worth, TX","Recommends","Negative Outlook","Disapproves of CEO","I worked at GlaxoSmithKline full-time for more than 10 years","Fellow sales reps are great as partners and co-workers","Senior management does not take care of their employees.","None",2.0,4.0,2.0,3.0,4.0,1.0,"Fri Nov 15 2019 13:29:26 GMT-0800 (Pacific Standard Time)"
"gsk","Great organization","Current Employee - Manager","None","None","None","None","I have been working at GlaxoSmithKline full-time","Global corporate culture that provides ample opportunities for growth","Constant shifting of organizational structure and culture","None",5.0,None,None,None,None,None,"Tue Oct 22 2019 20:10:45 GMT-0700 (Pacific Daylight Time)"
"gsk","Good Culture","Former Employee - Management Trainee","Gurgaon, Haryana","Recommends","None","None","I worked at GlaxoSmithKline full-time for more than a year","Work Life Balance, Ample opportunities to learn, value driven","At times slow decision making process","None",4.0,5.0,5.0,5.0,5.0,4.0,"Wed Oct 30 2019 08:45:13 GMT-0700 (Pacific Daylight Time)"
"gsk","GSK","Former Employee - Anonymous Employee","None","None","None","None","I worked at GlaxoSmithKline full-time","Multiple international renown brands portfolio","Minimal career advancement opportunities in the organization","None",3.0,None,None,None,None,None,"Fri Nov 08 2019 11:32:11 GMT-0800 (Pacific Standard Time)"
"gsk","Compliance","Current Employee - Anonymous Employee","None","None","None","None","I have been working at GlaxoSmithKline full-time","Diversity and awareness on cultural differences","Lot of evening calls for APAC countries","None",4.0,4.0,4.0,4.0,4.0,4.0,"Thu Oct 24 2019 09:00:05 GMT-0700 (Pacific Daylight Time)"
"gsk","If you like constant reorganization and not being rewarded for your hard work, this company is for you.","Former Employee - Anonymous Employee","None","Doesn't Recommend","None","Disapproves of CEO","I worked at GlaxoSmithKline full-time for more than 10 years","Time off policy, benefits, pay","They turn a blind eye to poor work ethic, allow people to steal from the company and continue to tolerate poor performance.","None",1.0,5.0,3.0,1.0,5.0,1.0,"Wed Nov 27 2019 07:04:02 GMT-0800 (Pacific Standard Time)"
